group_id,category,split,sample_key,sample_number,normal_class,anomaly_class,metadata_anomaly_class,metadata_label_matches_filename,rows,distinct_views,observed_views,missing_views,duplicate_views,five_rows,expected_camera_set,no_duplicate_cameras,single_category,single_split,single_sample_key,single_meta_prefix,single_normal_class,unique_image_paths,all_images_exist,declared_masks_exist,all_masks_correspond,all_categories_match,all_labels_match_filenames,valid_five_view_group
pcb::pcb_0399_OK,pcb,train,pcb_0399_OK,0399,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0400_OK,pcb,test,pcb_0400_OK,0400,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0401_OK,pcb,test,pcb_0401_OK,0401,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0402_OK,pcb,test,pcb_0402_OK,0402,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0403_OK,pcb,test,pcb_0403_OK,0403,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0404_OK,pcb,test,pcb_0404_OK,0404,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0405_OK,pcb,train,pcb_0405_OK,0405,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0406_OK,pcb,test,pcb_0406_OK,0406,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0407_OK,pcb,test,pcb_0407_OK,0407,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0408_OK,pcb,test,pcb_0408_OK,0408,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0409_OK,pcb,test,pcb_0409_OK,0409,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0410_OK,pcb,train,pcb_0410_OK,0410,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0411_OK,pcb,test,pcb_0411_OK,0411,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0412_OK,pcb,train,pcb_0412_OK,0412,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0413_OK,pcb,test,pcb_0413_OK,0413,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0414_OK,pcb,test,pcb_0414_OK,0414,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0415_OK,pcb,test,pcb_0415_OK,0415,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0416_OK,pcb,train,pcb_0416_OK,0416,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0417_OK,pcb,train,pcb_0417_OK,0417,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0418_OK,pcb,train,pcb_0418_OK,0418,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0419_OK,pcb,train,pcb_0419_OK,0419,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0420_OK,pcb,train,pcb_0420_OK,0420,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0421_OK,pcb,train,pcb_0421_OK,0421,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0422_OK,pcb,test,pcb_0422_OK,0422,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0423_OK,pcb,train,pcb_0423_OK,0423,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0424_OK,pcb,test,pcb_0424_OK,0424,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0425_OK,pcb,train,pcb_0425_OK,0425,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0426_OK,pcb,train,pcb_0426_OK,0426,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0427_OK,pcb,test,pcb_0427_OK,0427,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0428_OK,pcb,test,pcb_0428_OK,0428,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0429_OK,pcb,test,pcb_0429_OK,0429,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0430_OK,pcb,train,pcb_0430_OK,0430,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0431_OK,pcb,test,pcb_0431_OK,0431,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0432_OK,pcb,train,pcb_0432_OK,0432,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0433_OK,pcb,train,pcb_0433_OK,0433,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0434_OK,pcb,train,pcb_0434_OK,0434,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0435_OK,pcb,test,pcb_0435_OK,0435,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0436_OK,pcb,test,pcb_0436_OK,0436,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0437_OK,pcb,train,pcb_0437_OK,0437,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0438_OK,pcb,train,pcb_0438_OK,0438,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0439_OK,pcb,train,pcb_0439_OK,0439,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0440_OK,pcb,test,pcb_0440_OK,0440,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0441_OK,pcb,train,pcb_0441_OK,0441,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0442_OK,pcb,train,pcb_0442_OK,0442,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0443_OK,pcb,train,pcb_0443_OK,0443,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0444_OK,pcb,train,pcb_0444_OK,0444,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0445_OK,pcb,train,pcb_0445_OK,0445,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0446_OK,pcb,test,pcb_0446_OK,0446,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0447_OK,pcb,test,pcb_0447_OK,0447,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0448_OK,pcb,train,pcb_0448_OK,0448,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0449_OK,pcb,test,pcb_0449_OK,0449,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0450_OK,pcb,test,pcb_0450_OK,0450,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0451_OK,pcb,test,pcb_0451_OK,0451,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0452_OK,pcb,train,pcb_0452_OK,0452,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0453_OK,pcb,train,pcb_0453_OK,0453,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0454_OK,pcb,train,pcb_0454_OK,0454,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0455_OK,pcb,train,pcb_0455_OK,0455,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0456_OK,pcb,test,pcb_0456_OK,0456,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0457_OK,pcb,test,pcb_0457_OK,0457,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0458_OK,pcb,test,pcb_0458_OK,0458,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0459_OK,pcb,train,pcb_0459_OK,0459,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0460_OK,pcb,train,pcb_0460_OK,0460,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0461_OK,pcb,train,pcb_0461_OK,0461,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0462_OK,pcb,train,pcb_0462_OK,0462,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0463_OK,pcb,test,pcb_0463_OK,0463,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0464_OK,pcb,train,pcb_0464_OK,0464,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0465_OK,pcb,test,pcb_0465_OK,0465,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0466_OK,pcb,train,pcb_0466_OK,0466,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0467_OK,pcb,train,pcb_0467_OK,0467,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0468_OK,pcb,train,pcb_0468_OK,0468,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0469_OK,pcb,test,pcb_0469_OK,0469,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0470_OK,pcb,test,pcb_0470_OK,0470,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0471_OK,pcb,train,pcb_0471_OK,0471,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0472_OK,pcb,train,pcb_0472_OK,0472,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0473_OK,pcb,train,pcb_0473_OK,0473,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0474_OK,pcb,test,pcb_0474_OK,0474,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0475_OK,pcb,test,pcb_0475_OK,0475,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0476_OK,pcb,train,pcb_0476_OK,0476,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0477_OK,pcb,test,pcb_0477_OK,0477,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0478_OK,pcb,test,pcb_0478_OK,0478,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0479_OK,pcb,test,pcb_0479_OK,0479,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0480_OK,pcb,train,pcb_0480_OK,0480,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0481_OK,pcb,train,pcb_0481_OK,0481,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0482_OK,pcb,test,pcb_0482_OK,0482,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0483_OK,pcb,train,pcb_0483_OK,0483,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0484_OK,pcb,train,pcb_0484_OK,0484,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0485_OK,pcb,train,pcb_0485_OK,0485,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0486_OK,pcb,test,pcb_0486_OK,0486,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0487_OK,pcb,train,pcb_0487_OK,0487,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0488_OK,pcb,test,pcb_0488_OK,0488,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0489_OK,pcb,train,pcb_0489_OK,0489,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0490_OK,pcb,test,pcb_0490_OK,0490,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0491_OK,pcb,test,pcb_0491_OK,0491,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0492_OK,pcb,test,pcb_0492_OK,0492,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0493_OK,pcb,test,pcb_0493_OK,0493,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0494_OK,pcb,train,pcb_0494_OK,0494,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0495_OK,pcb,test,pcb_0495_OK,0495,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0496_OK,pcb,train,pcb_0496_OK,0496,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0497_OK,pcb,test,pcb_0497_OK,0497,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0498_OK,pcb,test,pcb_0498_OK,0498,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0499_OK,pcb,train,pcb_0499_OK,0499,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_0500_OK,pcb,test,pcb_0500_OK,0500,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_1069_NG_YW,pcb,test,pcb_1069_NG_YW,1069,OK,NG_YW,YW,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_1108_NG_HS,pcb,test,pcb_1108_NG_HS,1108,OK,NG_HS,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_1126_NG_YW,pcb,test,pcb_1126_NG_YW,1126,OK,NG_YW,YW,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_1127_NG_YW,pcb,test,pcb_1127_NG_YW,1127,OK,NG_YW,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_1130_NG_YW,pcb,test,pcb_1130_NG_YW,1130,OK,NG_YW,YW,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_1218_NG_YW,pcb,test,pcb_1218_NG_YW,1218,OK,NG_YW,YW,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_1229_NG_ZW,pcb,test,pcb_1229_NG_ZW,1229,OK,NG_ZW,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_1287_NG_YW,pcb,test,pcb_1287_NG_YW,1287,OK,NG_YW,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
pcb::pcb_2001_OK,pcb,train,pcb_2001_OK,2001,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0001_NG_AK,plastic_nut,test,plastic_nut_0001_NG_AK,0001,OK,NG_AK,AK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0001_NG_HS,plastic_nut,test,plastic_nut_0001_NG_HS,0001,OK,NG_HS,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0001_NG_QS,plastic_nut,test,plastic_nut_0001_NG_QS,0001,OK,NG_QS,QS,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0001_NG_ZW,plastic_nut,test,plastic_nut_0001_NG_ZW,0001,OK,NG_ZW,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0001_OK,plastic_nut,test,plastic_nut_0001_OK,0001,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0002_NG_AK,plastic_nut,test,plastic_nut_0002_NG_AK,0002,OK,NG_AK,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0002_NG_HS,plastic_nut,test,plastic_nut_0002_NG_HS,0002,OK,NG_HS,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0002_NG_QS,plastic_nut,test,plastic_nut_0002_NG_QS,0002,OK,NG_QS,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0002_NG_ZW,plastic_nut,test,plastic_nut_0002_NG_ZW,0002,OK,NG_ZW,ZW,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0002_OK,plastic_nut,test,plastic_nut_0002_OK,0002,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0003_NG_AK,plastic_nut,test,plastic_nut_0003_NG_AK,0003,OK,NG_AK,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0003_NG_HS,plastic_nut,test,plastic_nut_0003_NG_HS,0003,OK,NG_HS,HS,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0003_NG_QS,plastic_nut,test,plastic_nut_0003_NG_QS,0003,OK,NG_QS,QS,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0003_NG_ZW,plastic_nut,test,plastic_nut_0003_NG_ZW,0003,OK,NG_ZW,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0003_OK,plastic_nut,test,plastic_nut_0003_OK,0003,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0004_NG_AK,plastic_nut,test,plastic_nut_0004_NG_AK,0004,OK,NG_AK,AK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0004_NG_HS,plastic_nut,test,plastic_nut_0004_NG_HS,0004,OK,NG_HS,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0004_NG_QS,plastic_nut,test,plastic_nut_0004_NG_QS,0004,OK,NG_QS,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0004_NG_ZW,plastic_nut,test,plastic_nut_0004_NG_ZW,0004,OK,NG_ZW,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0004_OK,plastic_nut,test,plastic_nut_0004_OK,0004,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0005_NG_AK,plastic_nut,test,plastic_nut_0005_NG_AK,0005,OK,NG_AK,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0005_NG_HS,plastic_nut,test,plastic_nut_0005_NG_HS,0005,OK,NG_HS,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0005_NG_QS,plastic_nut,test,plastic_nut_0005_NG_QS,0005,OK,NG_QS,QS,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0005_NG_ZW,plastic_nut,test,plastic_nut_0005_NG_ZW,0005,OK,NG_ZW,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0005_OK,plastic_nut,train,plastic_nut_0005_OK,0005,OK,OK,OK,True,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
plastic_nut::plastic_nut_0006_NG_AK,plastic_nut,test,plastic_nut_0006_NG_AK,0006,OK,NG_AK,OK,False,5,5,"C1,C2,C3,C4,C5",,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
